# Height[km]  Transmittance  Weighting_Function
1.055000        0.000013        0.000002
1.060000        0.000013        0.000002
1.065000        0.000013        0.000002
1.070000        0.000013        0.000002
1.075000        0.000013        0.000002
1.080000        0.000013        0.000002
1.085000        0.000013        0.000002
1.090000        0.000013        0.000002
1.095000        0.000013        0.000002
1.100000        0.000013        0.000002
1.105000        0.000013        0.000002
1.110000        0.000013        0.000002
1.115000        0.000013        0.000002
1.120000        0.000013        0.000002
1.125000        0.000013        0.000002
1.130000        0.000013        0.000002
1.135000        0.000013        0.000002
1.140000        0.000013        0.000002
1.145000        0.000013        0.000002
1.150000        0.000013        0.000002
1.155000        0.000013        0.000002
1.160000        0.000013        0.000002
1.165000        0.000013        0.000002
1.170000        0.000013        0.000002
1.175000        0.000013        0.000002
1.180000        0.000013        0.000002
1.185000        0.000013        0.000002
1.190000        0.000013        0.000002
1.195000        0.000013        0.000002
1.200000        0.000013        0.000002
1.205000        0.000013        0.000002
1.210000        0.000013        0.000002
1.215000        0.000013        0.000002
1.220000        0.000013        0.000002
1.225000        0.000013        0.000002
1.230000        0.000013        0.000002
1.235000        0.000013        0.000002
1.240000        0.000013        0.000002
1.245000        0.000013        0.000002
1.250000        0.000013        0.000002
1.255000        0.000013        0.000002
1.260000        0.000013        0.000002
1.265000        0.000013        0.000002
1.270000        0.000013        0.000002
1.275000        0.000013        0.000002
1.280000        0.000014        0.000002
1.285000        0.000014        0.000002
1.290000        0.000014        0.000002
1.295000        0.000014        0.000002
1.300000        0.000014        0.000002
1.305000        0.000014        0.000002
1.310000        0.000014        0.000002
1.315000        0.000014        0.000002
1.320000        0.000014        0.000002
1.325000        0.000014        0.000002
1.330000        0.000014        0.000002
1.335000        0.000014        0.000002
1.340000        0.000014        0.000002
1.345000        0.000014        0.000002
1.350000        0.000014        0.000002
1.355000        0.000014        0.000002
1.360000        0.000014        0.000002
1.365000        0.000014        0.000002
1.370000        0.000014        0.000002
1.375000        0.000014        0.000002
1.380000        0.000014        0.000002
1.385000        0.000014        0.000002
1.390000        0.000014        0.000002
1.395000        0.000014        0.000002
1.400000        0.000014        0.000002
1.405000        0.000014        0.000002
1.410000        0.000014        0.000002
1.415000        0.000014        0.000002
1.420000        0.000014        0.000002
1.425000        0.000014        0.000002
1.430000        0.000014        0.000002
1.435000        0.000014        0.000002
1.440000        0.000014        0.000002
1.445000        0.000014        0.000002
1.450000        0.000014        0.000002
1.455000        0.000014        0.000002
1.460000        0.000014        0.000002
1.465000        0.000014        0.000002
1.470000        0.000014        0.000002
1.475000        0.000014        0.000002
1.480000        0.000014        0.000002
1.485000        0.000014        0.000002
1.490000        0.000014        0.000002
1.495000        0.000014        0.000002
1.500000        0.000014        0.000002
1.505000        0.000014        0.000002
1.510000        0.000014        0.000002
1.515000        0.000014        0.000002
1.520000        0.000014        0.000002
1.525000        0.000014        0.000002
1.530000        0.000014        0.000002
1.535000        0.000014        0.000002
1.540000        0.000014        0.000002
1.545000        0.000014        0.000002
1.550000        0.000014        0.000002
1.555000        0.000014        0.000002
1.560000        0.000014        0.000002
1.565000        0.000014        0.000002
1.570000        0.000014        0.000002
1.575000        0.000014        0.000002
1.580000        0.000014        0.000002
1.585000        0.000014        0.000002
1.590000        0.000014        0.000002
1.595000        0.000014        0.000002
1.600000        0.000014        0.000002
1.605000        0.000014        0.000002
1.610000        0.000014        0.000002
1.615000        0.000014        0.000002
1.620000        0.000014        0.000002
1.625000        0.000014        0.000002
1.630000        0.000014        0.000002
1.635000        0.000014        0.000002
1.640000        0.000014        0.000002
1.645000        0.000014        0.000002
1.650000        0.000014        0.000002
1.655000        0.000014        0.000002
1.660000        0.000014        0.000002
1.665000        0.000014        0.000002
1.670000        0.000014        0.000002
1.675000        0.000014        0.000002
1.680000        0.000014        0.000002
1.685000        0.000014        0.000002
1.690000        0.000014        0.000002
1.695000        0.000014        0.000002
1.700000        0.000015        0.000002
1.705000        0.000015        0.000002
1.710000        0.000015        0.000002
1.715000        0.000015        0.000002
1.720000        0.000015        0.000002
1.725000        0.000015        0.000002
1.730000        0.000015        0.000002
1.735000        0.000015        0.000002
1.740000        0.000015        0.000002
1.745000        0.000015        0.000002
1.750000        0.000015        0.000002
1.755000        0.000015        0.000002
1.760000        0.000015        0.000002
1.765000        0.000015        0.000002
1.770000        0.000015        0.000002
1.775000        0.000015        0.000002
1.780000        0.000015        0.000002
1.785000        0.000015        0.000002
1.790000        0.000015        0.000002
1.795000        0.000015        0.000002
1.800000        0.000015        0.000002
1.805000        0.000015        0.000002
1.810000        0.000015        0.000002
1.815000        0.000015        0.000002
1.820000        0.000015        0.000002
1.825000        0.000015        0.000002
1.830000        0.000015        0.000002
1.835000        0.000015        0.000002
1.840000        0.000015        0.000002
1.845000        0.000015        0.000002
1.850000        0.000015        0.000002
1.855000        0.000015        0.000002
1.860000        0.000015        0.000002
1.865000        0.000015        0.000002
1.870000        0.000015        0.000002
1.875000        0.000015        0.000002
1.880000        0.000015        0.000002
1.885000        0.000015        0.000002
1.890000        0.000015        0.000002
1.895000        0.000015        0.000002
1.900000        0.000015        0.000002
1.905000        0.000015        0.000002
1.910000        0.000015        0.000002
1.915000        0.000015        0.000002
1.920000        0.000015        0.000002
1.925000        0.000015        0.000002
1.930000        0.000015        0.000002
1.935000        0.000015        0.000002
1.940000        0.000015        0.000002
1.945000        0.000015        0.000002
1.950000        0.000015        0.000002
1.955000        0.000015        0.000002
1.960000        0.000015        0.000002
1.965000        0.000015        0.000002
1.970000        0.000015        0.000002
1.975000        0.000015        0.000002
1.980000        0.000015        0.000002
1.985000        0.000015        0.000002
1.990000        0.000015        0.000002
1.995000        0.000015        0.000002
2.000000        0.000015        0.000002
2.005000        0.000015        0.000002
2.010000        0.000015        0.000002
2.015000        0.000015        0.000002
2.020000        0.000015        0.000002
2.025000        0.000015        0.000002
2.030000        0.000015        0.000002
2.035000        0.000015        0.000002
2.040000        0.000015        0.000002
2.045000        0.000015        0.000002
2.050000        0.000015        0.000002
2.055000        0.000015        0.000002
2.060000        0.000015        0.000002
2.065000        0.000015        0.000002
2.070000        0.000015        0.000002
2.075000        0.000015        0.000002
2.080000        0.000015        0.000002
2.085000        0.000015        0.000002
2.090000        0.000015        0.000002
2.095000        0.000015        0.000002
2.100000        0.000015        0.000002
2.105000        0.000015        0.000002
2.110000        0.000015        0.000002
2.115000        0.000016        0.000002
2.120000        0.000016        0.000002
2.125000        0.000016        0.000002
2.130000        0.000016        0.000002
2.135000        0.000016        0.000002
2.140000        0.000016        0.000002
2.145000        0.000016        0.000002
2.150000        0.000016        0.000002
2.155000        0.000016        0.000002
2.160000        0.000016        0.000002
2.165000        0.000016        0.000002
2.170000        0.000016        0.000002
2.175000        0.000016        0.000002
2.180000        0.000016        0.000002
2.185000        0.000016        0.000002
2.190000        0.000016        0.000002
2.195000        0.000016        0.000002
2.200000        0.000016        0.000002
2.205000        0.000016        0.000002
2.210000        0.000016        0.000002
2.215000        0.000016        0.000002
2.220000        0.000016        0.000002
2.225000        0.000016        0.000002
2.230000        0.000016        0.000002
2.235000        0.000016        0.000002
2.240000        0.000016        0.000002
2.245000        0.000016        0.000002
2.250000        0.000016        0.000002
2.255000        0.000016        0.000002
2.260000        0.000016        0.000002
2.265000        0.000016        0.000002
2.270000        0.000016        0.000002
2.275000        0.000016        0.000002
2.280000        0.000016        0.000002
2.285000        0.000016        0.000002
2.290000        0.000016        0.000002
2.295000        0.000016        0.000002
2.300000        0.000016        0.000002
2.305000        0.000016        0.000002
2.310000        0.000016        0.000002
2.315000        0.000016        0.000002
2.320000        0.000016        0.000002
2.325000        0.000016        0.000002
2.330000        0.000016        0.000002
2.335000        0.000016        0.000002
2.340000        0.000016        0.000002
2.345000        0.000016        0.000002
2.350000        0.000016        0.000002
2.355000        0.000016        0.000002
2.360000        0.000016        0.000002
2.365000        0.000016        0.000002
2.370000        0.000016        0.000002
2.375000        0.000016        0.000002
2.380000        0.000016        0.000002
2.385000        0.000016        0.000002
2.390000        0.000016        0.000002
2.395000        0.000016        0.000002
2.400000        0.000016        0.000002
2.405000        0.000016        0.000002
2.410000        0.000016        0.000002
2.415000        0.000016        0.000002
2.420000        0.000016        0.000002
2.425000        0.000016        0.000002
2.430000        0.000016        0.000002
2.435000        0.000016        0.000002
2.440000        0.000016        0.000002
2.445000        0.000016        0.000002
2.450000        0.000016        0.000002
2.455000        0.000016        0.000002
2.460000        0.000016        0.000002
2.465000        0.000016        0.000002
2.470000        0.000016        0.000002
2.475000        0.000016        0.000002
2.480000        0.000016        0.000002
2.485000        0.000016        0.000002
2.490000        0.000016        0.000002
2.495000        0.000016        0.000002
2.500000        0.000016        0.000002
2.505000        0.000016        0.000002
2.510000        0.000016        0.000002
2.515000        0.000016        0.000002
2.520000        0.000016        0.000002
2.525000        0.000016        0.000002
2.530000        0.000017        0.000002
2.535000        0.000017        0.000002
2.540000        0.000017        0.000002
2.545000        0.000017        0.000002
2.550000        0.000017        0.000002
2.555000        0.000017        0.000002
2.560000        0.000017        0.000002
2.565000        0.000017        0.000002
2.570000        0.000017        0.000002
2.575000        0.000017        0.000002
2.580000        0.000017        0.000002
2.585000        0.000017        0.000002
2.590000        0.000017        0.000002
2.595000        0.000017        0.000002
2.600000        0.000017        0.000002
2.605000        0.000017        0.000002
2.610000        0.000017        0.000002
2.615000        0.000017        0.000002
2.620000        0.000017        0.000002
2.625000        0.000017        0.000002
2.630000        0.000017        0.000002
2.635000        0.000017        0.000002
2.640000        0.000017        0.000002
2.645000        0.000017        0.000002
2.650000        0.000017        0.000002
2.655000        0.000017        0.000002
2.660000        0.000017        0.000002
2.665000        0.000017        0.000002
2.670000        0.000017        0.000002
2.675000        0.000017        0.000002
2.680000        0.000017        0.000002
2.685000        0.000017        0.000002
2.690000        0.000017        0.000002
2.695000        0.000017        0.000002
2.700000        0.000017        0.000002
2.705000        0.000017        0.000002
2.710000        0.000017        0.000002
2.715000        0.000017        0.000002
2.720000        0.000017        0.000002
2.725000        0.000017        0.000002
2.730000        0.000017        0.000002
2.735000        0.000017        0.000002
2.740000        0.000017        0.000002
2.745000        0.000017        0.000002
2.750000        0.000017        0.000002
2.755000        0.000017        0.000002
2.760000        0.000017        0.000002
2.765000        0.000017        0.000002
2.770000        0.000017        0.000002
2.775000        0.000017        0.000002
2.780000        0.000017        0.000002
2.785000        0.000017        0.000002
2.790000        0.000017        0.000002
2.795000        0.000017        0.000002
2.800000        0.000017        0.000002
2.805000        0.000017        0.000002
2.810000        0.000017        0.000002
2.815000        0.000017        0.000002
2.820000        0.000017        0.000002
2.825000        0.000017        0.000002
2.830000        0.000017        0.000002
2.835000        0.000017        0.000002
2.840000        0.000017        0.000002
2.845000        0.000017        0.000002
2.850000        0.000017        0.000002
2.855000        0.000017        0.000002
2.860000        0.000017        0.000002
2.865000        0.000017        0.000002
2.870000        0.000017        0.000002
2.875000        0.000017        0.000002
2.880000        0.000017        0.000002
2.885000        0.000017        0.000002
2.890000        0.000017        0.000002
2.895000        0.000017        0.000002
2.900000        0.000017        0.000002
2.905000        0.000017        0.000002
2.910000        0.000017        0.000002
2.915000        0.000017        0.000002
2.920000        0.000017        0.000002
2.925000        0.000017        0.000002
2.930000        0.000017        0.000002
2.935000        0.000017        0.000002
2.940000        0.000017        0.000002
2.945000        0.000018        0.000002
2.950000        0.000018        0.000002
2.955000        0.000018        0.000002
2.960000        0.000018        0.000002
2.965000        0.000018        0.000002
2.970000        0.000018        0.000002
2.975000        0.000018        0.000002
2.980000        0.000018        0.000002
2.985000        0.000018        0.000002
2.990000        0.000018        0.000002
2.995000        0.000018        0.000002
3.000000        0.000018        0.000002
3.005000        0.000018        0.000002
3.010000        0.000018        0.000002
3.015000        0.000018        0.000002
3.020000        0.000018        0.000002
3.025000        0.000018        0.000002
3.030000        0.000018        0.000002
3.035000        0.000018        0.000002
3.040000        0.000018        0.000002
3.045000        0.000018        0.000002
3.050000        0.000018        0.000002
3.055000        0.000018        0.000002
3.060000        0.000018        0.000002
3.065000        0.000018        0.000002
3.070000        0.000018        0.000002
3.075000        0.000018        0.000002
3.080000        0.000018        0.000002
3.085000        0.000018        0.000002
3.090000        0.000018        0.000002
3.095000        0.000018        0.000002
3.100000        0.000018        0.000002
3.105000        0.000018        0.000002
3.110000        0.000018        0.000002
3.115000        0.000018        0.000002
3.120000        0.000018        0.000002
3.125000        0.000018        0.000002
3.130000        0.000018        0.000002
3.135000        0.000018        0.000002
3.140000        0.000018        0.000002
3.145000        0.000018        0.000002
3.150000        0.000018        0.000002
3.155000        0.000018        0.000002
3.160000        0.000018        0.000002
3.165000        0.000018        0.000002
3.170000        0.000018        0.000002
3.175000        0.000018        0.000002
3.180000        0.000018        0.000002
3.185000        0.000018        0.000002
3.190000        0.000018        0.000002
3.195000        0.000018        0.000002
3.200000        0.000018        0.000002
3.205000        0.000018        0.000002
3.210000        0.000018        0.000002
3.215000        0.000018        0.000002
3.220000        0.000018        0.000002
3.225000        0.000018        0.000002
3.230000        0.000018        0.000002
3.235000        0.000018        0.000002
3.240000        0.000018        0.000002
3.245000        0.000018        0.000002
3.250000        0.000018        0.000002
3.255000        0.000018        0.000002
3.260000        0.000018        0.000002
3.265000        0.000018        0.000002
3.270000        0.000018        0.000002
3.275000        0.000018        0.000002
3.280000        0.000018        0.000002
3.285000        0.000018        0.000002
3.290000        0.000018        0.000002
3.295000        0.000018        0.000002
3.300000        0.000018        0.000002
3.305000        0.000018        0.000002
3.310000        0.000018        0.000002
3.315000        0.000018        0.000002
3.320000        0.000018        0.000002
3.325000        0.000018        0.000002
3.330000        0.000018        0.000002
3.335000        0.000018        0.000002
3.340000        0.000018        0.000002
3.345000        0.000018        0.000002
3.350000        0.000018        0.000002
3.355000        0.000018        0.000002
3.360000        0.000019        0.000002
3.365000        0.000019        0.000002
3.370000        0.000019        0.000002
3.375000        0.000019        0.000002
3.380000        0.000019        0.000002
3.385000        0.000019        0.000002
3.390000        0.000019        0.000002
3.395000        0.000019        0.000002
3.400000        0.000019        0.000002
3.405000        0.000019        0.000002
3.410000        0.000019        0.000002
3.415000        0.000019        0.000002
3.420000        0.000019        0.000002
3.425000        0.000019        0.000002
3.430000        0.000019        0.000002
3.435000        0.000019        0.000002
3.440000        0.000019        0.000002
3.445000        0.000019        0.000002
3.450000        0.000019        0.000002
3.455000        0.000019        0.000002
3.460000        0.000019        0.000002
3.465000        0.000019        0.000002
3.470000        0.000019        0.000002
3.475000        0.000019        0.000002
3.480000        0.000019        0.000002
3.485000        0.000019        0.000002
3.490000        0.000019        0.000002
3.495000        0.000019        0.000002
3.500000        0.000019        0.000002
3.505000        0.000019        0.000002
3.510000        0.000019        0.000002
3.515000        0.000019        0.000002
3.520000        0.000019        0.000002
3.525000        0.000019        0.000002
3.530000        0.000019        0.000002
3.535000        0.000019        0.000002
3.540000        0.000019        0.000002
3.545000        0.000019        0.000002
3.550000        0.000019        0.000002
3.555000        0.000019        0.000002
3.560000        0.000019        0.000002
3.565000        0.000019        0.000002
3.570000        0.000019        0.000002
3.575000        0.000019        0.000002
3.580000        0.000019        0.000002
3.585000        0.000019        0.000002
3.590000        0.000019        0.000002
3.595000        0.000019        0.000002
3.600000        0.000019        0.000002
3.605000        0.000019        0.000002
3.610000        0.000019        0.000002
3.615000        0.000019        0.000002
3.620000        0.000019        0.000002
3.625000        0.000019        0.000002
3.630000        0.000019        0.000002
3.635000        0.000019        0.000002
3.640000        0.000019        0.000002
3.645000        0.000019        0.000002
3.650000        0.000019        0.000002
3.655000        0.000019        0.000002
3.660000        0.000019        0.000002
3.665000        0.000019        0.000002
3.670000        0.000019        0.000002
3.675000        0.000019        0.000002
3.680000        0.000019        0.000002
3.685000        0.000019        0.000002
3.690000        0.000019        0.000002
3.695000        0.000019        0.000002
3.700000        0.000019        0.000002
3.705000        0.000019        0.000002
3.710000        0.000019        0.000002
3.715000        0.000019        0.000002
3.720000        0.000019        0.000002
3.725000        0.000019        0.000002
3.730000        0.000019        0.000002
3.735000        0.000019        0.000002
3.740000        0.000019        0.000002
3.745000        0.000019        0.000002
3.750000        0.000019        0.000002
3.755000        0.000019        0.000002
3.760000        0.000019        0.000002
3.765000        0.000019        0.000002
3.770000        0.000019        0.000002
3.775000        0.000019        0.000002
3.780000        0.000020        0.000002
3.785000        0.000020        0.000002
3.790000        0.000020        0.000002
3.795000        0.000020        0.000002
3.800000        0.000020        0.000002
3.805000        0.000020        0.000002
3.810000        0.000020        0.000002
3.815000        0.000020        0.000002
3.820000        0.000020        0.000002
3.825000        0.000020        0.000002
3.830000        0.000020        0.000002
3.835000        0.000020        0.000002
3.840000        0.000020        0.000002
3.845000        0.000020        0.000002
3.850000        0.000020        0.000002
3.855000        0.000020        0.000002
3.860000        0.000020        0.000002
3.865000        0.000020        0.000002
3.870000        0.000020        0.000002
3.875000        0.000020        0.000002
3.880000        0.000020        0.000002
3.885000        0.000020        0.000002
3.890000        0.000020        0.000002
3.895000        0.000020        0.000002
3.900000        0.000020        0.000002
3.905000        0.000020        0.000002
3.910000        0.000020        0.000002
3.915000        0.000020        0.000002
3.920000        0.000020        0.000002
3.925000        0.000020        0.000002
3.930000        0.000020        0.000002
3.935000        0.000020        0.000002
3.940000        0.000020        0.000002
3.945000        0.000020        0.000002
3.950000        0.000020        0.000002
3.955000        0.000020        0.000002
3.960000        0.000020        0.000002
3.965000        0.000020        0.000002
3.970000        0.000020        0.000002
3.975000        0.000020        0.000002
3.980000        0.000020        0.000002
3.985000        0.000020        0.000002
3.990000        0.000020        0.000002
3.995000        0.000020        0.000002
4.000000        0.000020        0.000002
4.005000        0.000020        0.000002
4.010000        0.000020        0.000002
4.015000        0.000020        0.000002
4.020000        0.000020        0.000002
4.025000        0.000020        0.000002
4.030000        0.000020        0.000002
4.035000        0.000020        0.000002
4.040000        0.000020        0.000002
4.045000        0.000020        0.000002
4.050000        0.000020        0.000002
4.055000        0.000020        0.000002
4.060000        0.000020        0.000002
4.065000        0.000020        0.000002
4.070000        0.000020        0.000002
4.075000        0.000020        0.000002
4.080000        0.000020        0.000002
4.085000        0.000020        0.000002
4.090000        0.000020        0.000002
4.095000        0.000020        0.000002
4.100000        0.000020        0.000002
4.105000        0.000020        0.000002
4.110000        0.000020        0.000002
4.115000        0.000020        0.000002
4.120000        0.000020        0.000002
4.125000        0.000020        0.000002
4.130000        0.000020        0.000002
4.135000        0.000020        0.000002
4.140000        0.000020        0.000002
4.145000        0.000020        0.000002
4.150000        0.000020        0.000002
4.155000        0.000020        0.000002
4.160000        0.000020        0.000002
4.165000        0.000020        0.000002
4.170000        0.000020        0.000002
4.175000        0.000020        0.000002
4.180000        0.000020        0.000002
4.185000        0.000020        0.000002
4.190000        0.000020        0.000002
4.195000        0.000020        0.000002
4.200000        0.000021        0.000002
4.205000        0.000021        0.000002
4.210000        0.000021        0.000002
4.215000        0.000021        0.000002
4.220000        0.000021        0.000002
4.225000        0.000021        0.000002
4.230000        0.000021        0.000002
4.235000        0.000021        0.000002
4.240000        0.000021        0.000002
4.245000        0.000021        0.000002
4.250000        0.000021        0.000002
4.255000        0.000021        0.000002
4.260000        0.000021        0.000002
4.265000        0.000021        0.000002
4.270000        0.000021        0.000002
4.275000        0.000021        0.000002
4.280000        0.000021        0.000002
4.285000        0.000021        0.000002
4.290000        0.000021        0.000002
4.295000        0.000021        0.000002
4.300000        0.000021        0.000002
4.305000        0.000021        0.000002
4.310000        0.000021        0.000002
4.315000        0.000021        0.000002
4.320000        0.000021        0.000002
4.325000        0.000021        0.000002
4.330000        0.000021        0.000002
4.335000        0.000021        0.000002
4.340000        0.000021        0.000002
4.345000        0.000021        0.000002
4.350000        0.000021        0.000002
4.355000        0.000021        0.000002
4.360000        0.000021        0.000002
4.365000        0.000021        0.000002
4.370000        0.000021        0.000002
4.375000        0.000021        0.000002
4.380000        0.000021        0.000002
4.385000        0.000021        0.000002
4.390000        0.000021        0.000002
4.395000        0.000021        0.000002
4.400000        0.000021        0.000002
4.405000        0.000021        0.000002
4.410000        0.000021        0.000002
4.415000        0.000021        0.000002
4.420000        0.000021        0.000002
4.425000        0.000021        0.000002
4.430000        0.000021        0.000002
4.435000        0.000021        0.000002
4.440000        0.000021        0.000002
4.445000        0.000021        0.000002
4.450000        0.000021        0.000002
4.455000        0.000021        0.000002
4.460000        0.000021        0.000002
4.465000        0.000021        0.000002
4.470000        0.000021        0.000002
4.475000        0.000021        0.000002
4.480000        0.000021        0.000002
4.485000        0.000021        0.000002
4.490000        0.000021        0.000002
4.495000        0.000021        0.000002
4.500000        0.000021        0.000002
4.505000        0.000021        0.000002
4.510000        0.000021        0.000002
4.515000        0.000021        0.000002
4.520000        0.000021        0.000002
4.525000        0.000021        0.000002
4.530000        0.000021        0.000002
4.535000        0.000021        0.000002
4.540000        0.000021        0.000002
4.545000        0.000021        0.000002
4.550000        0.000021        0.000002
4.555000        0.000021        0.000002
4.560000        0.000021        0.000002
4.565000        0.000021        0.000002
4.570000        0.000021        0.000002
4.575000        0.000021        0.000002
4.580000        0.000021        0.000002
4.585000        0.000021        0.000002
4.590000        0.000021        0.000002
4.595000        0.000021        0.000002
4.600000        0.000021        0.000002
4.605000        0.000021        0.000002
4.610000        0.000021        0.000002
4.615000        0.000021        0.000002
4.620000        0.000021        0.000002
4.625000        0.000021        0.000002
4.630000        0.000022        0.000002
4.635000        0.000022        0.000002
4.640000        0.000022        0.000002
4.645000        0.000022        0.000002
